Exporter,Importer,Resource,Value (1000USD),Weight (1000kg)
Bulgaria,United States of America,Agricultural products,71747.2563231,39432.81170343
Bulgaria,United States of America,Fertilizers,20.09313181,7.64443627
Bulgaria,United States of America,Forestry products,80.615,52.582
Bulgaria,United States of America,Fossil fuels,73204.4246,129582.004
Bulgaria,United States of America,Metals and minerals,63684.86760158,88009.88197848
Bulgaria,United States of America,Pearls and gemstones,7.09,0.005
Bulgaria,Uruguay,Agricultural products,2099.1200836,670.0288779
Bulgaria,Uzbekistan,Agricultural products,84.060856,27.02053302
Bulgaria,Uzbekistan,Fertilizers,2.05589885,0.64911155
Bulgaria,Uzbekistan,Fossil fuels,248.372262,130.553676
Bulgaria,Uzbekistan,Metals and minerals,5.298,1.78
Bulgaria,Yemen,Agricultural products,7093.509,35016.781
Bulgaria,Yemen,Fossil fuels,92.833,53.918
Bulgaria,Zambia,Agricultural products,3.159,0.606
Bulgaria,Zambia,Fossil fuels,31.0997534,31.5517304
Bulgaria,Zambia,Metals and minerals,0.03,0.005
Myanmar,Afghanistan,Agricultural products,28.8,48.0
Myanmar,Algeria,Agricultural products,70.599,111.5
Myanmar,Andorra,Agricultural products,5767.901,17424.0
Myanmar,Antigua and Barbuda,Agricultural products,0.412,0.017
Myanmar,Azerbaijan,Agricultural products,0.043,0.02
Myanmar,Azerbaijan,Forestry products,37.411,9.553
Myanmar,Argentina,Forestry products,52.331,6.68
Myanmar,Australia,Agricultural products,6699.92915767,1750.02679881
Myanmar,Australia,Fertilizers,1.629,0.897
Myanmar,Australia,Forestry products,993.355673,778.677349
Myanmar,Australia,Metals and minerals,0.43,0.913
Myanmar,Austria,Agricultural products,340.28828055,74.98091863
Myanmar,Austria,Forestry products,472.061,132.338
Myanmar,Bahrain,Agricultural products,10441.8844062,8039.3111618
Myanmar,Bahrain,Forestry products,293.148,58.654
Myanmar,Bangladesh,Agricultural products,73572.244,164673.254
Myanmar,Bangladesh,Forestry products,197.471,142.724
Myanmar,Bangladesh,Metals and minerals,1431.92,448.274
Myanmar,Armenia,Agricultural products,2.057,0.001
Myanmar,Belgium,Agricultural products,78159.1421806,235702.3481284
Myanmar,Belgium,Forestry products,1489.5017004,624.79279689
Myanmar,Belgium,Fossil fuels,77.321,60.9
Myanmar,Belgium,Metals and minerals,546.814,68.33
Myanmar,Belgium,Pearls and gemstones,1082.046,0.005
Myanmar,Brazil,Agricultural products,105.086,64.649
Myanmar,Brazil,Forestry products,128.1532744,66.9673951
Myanmar,Belize,Agricultural products,43.6,21.58
Myanmar,Brunei Darussalam,Agricultural products,526.6980619,383.0332032
Myanmar,Brunei Darussalam,Forestry products,0.155,0.117
Myanmar,Bulgaria,Agricultural products,5715.4964754,13181.19227485
Myanmar,Cambodia,Agricultural products,304.722,114.946
Myanmar,Cameroon,Agricultural products,18396.484,56224.0
Myanmar,Canada,Agricultural products,10097.38072669,19060.98727922
Myanmar,Canada,Forestry products,50.46,50.417
Myanmar,Canada,Metals and minerals,633.777,263.616
Myanmar,Cabo Verde,Agricultural products,32.019,24.096
Myanmar,Sri Lanka,Agricultural products,12970.072,28894.284
Myanmar,Sri Lanka,Forestry products,17.296,16.533
Myanmar,Sri Lanka,Metals and minerals,9.99,3.0
Myanmar,Chile,Agricultural products,288.749,875.0
Myanmar,China,Agricultural products,2090083.49031221,1899385.4288299
Myanmar,China,Forestry products,44632.1009468,111293.99398332
Myanmar,China,Fossil fuels,1418093.844524,3618167.204402
Myanmar,China,Metals and minerals,1389279.04297,1818429.102204
Myanmar,China,Pearls and gemstones,99047.05856,3267.4634366
Myanmar,Colombia,Agricultural products,139.624,300.161
Myanmar,Congo,Agricultural products,36.875,125.0
Myanmar,Costa Rica,Agricultural products,22.947,1.131
Myanmar,Croatia,Agricultural products,2400.083676,5644.09093
Myanmar,Croatia,Forestry products,347.534646,112.383989
Myanmar,Cuba,Agricultural products,11.277,23.995
Myanmar,Cyprus,Agricultural products,149.77138042,148.92626093
Myanmar,Benin,Agricultural products,2883.677091,8084.35704
Myanmar,Denmark,Agricultural products,724.3721453,836.4606061
Myanmar,Dominican Republic,Agricultural products,55.375,125.0
Myanmar,Ecuador,Agricultural products,19.44,48.0
Myanmar,Estonia,Agricultural products,135.828851,280.792319
Myanmar,Estonia,Forestry products,34.739,15.745
Myanmar,Fiji,Agricultural products,66.0710699,79.932782
Myanmar,Finland,Agricultural products,40.977,10.065
Myanmar,Finland,Forestry products,791.681,491.265
Myanmar,France,Agricultural products,10769.19833047,18222.08180221
Myanmar,France,Forestry products,1954.533,1148.504
Myanmar,France,Metals and minerals,3722.084,455.167
Myanmar,France,Pearls and gemstones,77435.576,0.009
Myanmar,Gambia,Agricultural products,137.5,500.0
Myanmar,Germany,Agricultural products,17209.73164113,35059.93191795
Myanmar,Germany,Forestry products,2474.27151,1400.296184
Myanmar,Germany,Metals and minerals,0.982,0.566
Myanmar,Germany,Pearls and gemstones,1988.809,0.242
Myanmar,Ghana,Agricultural products,14057.0,42000.0
Myanmar,Greece,Agricultural products,4995.3391,8213.5710548
Myanmar,Greece,Forestry products,1051.754472,415.258973
Myanmar,Guinea,Agricultural products,56781.175,179225.0
Myanmar,Holy See,Agricultural products,115.0,250.0
Myanmar,China,Agricultural products,26846.12653638,5469.757443
Myanmar,China,Metals and minerals,53.065,98.757
Myanmar,China,Pearls and gemstones,6104.351,0.569
Myanmar,Hungary,Agricultural products,3385.706233,8103.4749
Myanmar,Iceland,Agricultural products,0.353,0.035
Myanmar,Iceland,Forestry products,21.011,5.266
Myanmar,Iceland,Fossil fuels,20.19,24.55
Myanmar,Indonesia,Agricultural products,60722.0206171,94178.2547597
Myanmar,Indonesia,Forestry products,74.966,206.55
Myanmar,Indonesia,Metals and minerals,68568.8955818,24373.798794
Myanmar,Iran,Agricultural products,161.594,373.866
Myanmar,Iraq,Agricultural products,8765.79,8751.287
Myanmar,Iraq,Forestry products,67.279,67.221
Myanmar,Ireland,Agricultural products,245.86150522,129.11659632
Myanmar,Israel,Agricultural products,125.959,125.332
Myanmar,Israel,Forestry products,226.279,120.339
Myanmar,Italy,Agricultural products,10808.98359516,10523.94261383
Myanmar,Italy,Forestry products,11022.2144,5394.9060193
Myanmar,Italy,Metals and minerals,2105.8717629,956.4901473
Myanmar,Italy,Pearls and gemstones,56901.621,0.001
Myanmar,Cote d'Ivoire,Agricultural products,85367.55997,242919.128
Myanmar,Japan,Agricultural products,100685.59594132,50743.85758921
Myanmar,Japan,Forestry products,7459.371684,8465.619146000001
Myanmar,Japan,Metals and minerals,10146.2011344,14917.3776136
Myanmar,Japan,Pearls and gemstones,8119.000782,664.77417614
Myanmar,Kazakhstan,Agricultural products,24.185,0.025
Myanmar,Jordan,Agricultural products,579.0594855,492.88855394
Myanmar,Kenya,Agricultural products,59.735,128.9
Myanmar,Republic of Korea,Agricultural products,30512.83782721,20759.85558322
Myanmar,Republic of Korea,Forestry products,1531.8801361,2241.27617034
Myanmar,Republic of Korea,Fossil fuels,12.978,13.404
Myanmar,Republic of Korea,Metals and minerals,12048.010938,6523.333323
Myanmar,Republic of Korea,Pearls and gemstones,105.8,1.514
Myanmar,Kuwait,Agricultural products,9289.3402646,9312.68782716
Myanmar,Kuwait,Forestry products,377.07,154.179
Myanmar,Kyrgyzstan,Agricultural products,22.779,11.986
Myanmar,Lebanon,Agricultural products,487.6577659,1090.6872954
Myanmar,Lebanon,Forestry products,107.723,26.63
Myanmar,Latvia,Agricultural products,1194.972,2625.0
Myanmar,Lithuania,Agricultural products,4338.171394,10335.6413
Myanmar,Luxembourg,Agricultural products,4.48,0.943
Myanmar,China,Agricultural products,119.302,5.085
Myanmar,Madagascar,Agricultural products,25194.48466,63281.51931
Myanmar,Malaysia,Agricultural products,115877.32894266,125562.93306298
Myanmar,Malaysia,Forestry products,5397.0384458,4107.937033
Myanmar,Malaysia,Fossil fuels,30190.2797,52634.6993
Myanmar,Malaysia,Metals and minerals,118482.50647605,28211.54741269
Myanmar,Malaysia,Pearls and gemstones,81.5,0.015
Myanmar,Maldives,Agricultural products,28.72,30.228
Myanmar,Maldives,Forestry products,23.812,18.534
Myanmar,Malta,Agricultural products,25.197,38.0
Myanmar,Mauritius,Agricultural products,131.43763426,140.86913219
Myanmar,Mauritius,Forestry products,283.235,86.158
Myanmar,Mexico,Agricultural products,30.291,38.043
Myanmar,Mexico,Forestry products,44.077,33.359
Myanmar,Mexico,Metals and minerals,0.064,0.139
Myanmar,Mongolia,Agricultural products,19.823,32.622
Myanmar,Republic of Moldova,Agricultural products,52.581,44.948
Myanmar,Montenegro,Forestry products,18.41,2.066
Myanmar,Morocco,Agricultural products,323.340648,709.8938229
Myanmar,Mozambique,Metals and minerals,0.084,0.001
Myanmar,Oman,Agricultural products,3379.74523612,3414.1208515
Myanmar,Oman,Forestry products,33.16,17.592
Myanmar,Nepal,Agricultural products,6746.446,17933.9
Myanmar,Nepal,Forestry products,491.629,454.177
Myanmar,Netherlands,Agricultural products,12632.0485912,33628.50598281
Myanmar,Netherlands,Forestry products,1052.45685,977.191668
Myanmar,Netherlands,Fossil fuels,0.108,0.276
Myanmar,Netherlands,Metals and minerals,11.513,5.982
Myanmar,New Zealand,Agricultural products,478.04195397,359.37509443
Myanmar,New Zealand,Forestry products,940.498596,817.962672
Myanmar,New Zealand,Fossil fuels,14.27,21.365
Myanmar,Niger,Agricultural products,96.5,350.0
Myanmar,Norway,Agricultural products,210.89378673,140.31350211
Myanmar,Norway,Forestry products,241.509,39.309
Myanmar,Pakistan,Agricultural products,34567.3961641,76075.4844107
Myanmar,Pakistan,Forestry products,260.497,406.653
Myanmar,Panama,Agricultural products,41.4,69.0
Myanmar,Papua New Guinea,Forestry products,126.918,126.808
Myanmar,Peru,Agricultural products,20.4,17.0
Myanmar,Peru,Forestry products,2.507,0.371
Myanmar,Peru,Metals and minerals,1063.56,398.3
Myanmar,Philippines,Agricultural products,43941.8187394,126110.63350252
Myanmar,Philippines,Forestry products,168.88165074,328.00641981
Myanmar,Philippines,Metals and minerals,1.587,2.2
Myanmar,Poland,Agricultural products,21879.895205,55959.6988
Myanmar,Poland,Forestry products,357.148937,217.2585484
Myanmar,Poland,Metals and minerals,0.02,0.001
Myanmar,Portugal,Agricultural products,7094.371718,14164.780428
Myanmar,Portugal,Forestry products,119.7579176,153.1633389
Myanmar,Portugal,Metals and minerals,189.283,14.541
Myanmar,Qatar,Agricultural products,15725.9838095,14528.14094979
Myanmar,Qatar,Forestry products,331.869,185.367
Myanmar,Romania,Agricultural products,2923.7568377,7028.23379
Myanmar,Russian Federation,Agricultural products,7708.34918505,17063.05708844
Myanmar,Russian Federation,Forestry products,300.93,38.964
Myanmar,Russian Federation,Metals and minerals,3.55,0.16
Myanmar,Saint Vincent and the Grenadines,Agricultural products,8.075,3.836
Myanmar,Saudi Arabia,Agricultural products,26790.5417236,18604.4233477
Myanmar,Saudi Arabia,Forestry products,105.219,26.35
Myanmar,Senegal,Agricultural products,4672.35289,16116.0461
Myanmar,Serbia,Agricultural products,126.945,185.113
Myanmar,Serbia,Forestry products,146.702,15.282
Myanmar,Seychelles,Agricultural products,7.509,1.402
Myanmar,Sierra Leone,Agricultural products,290.5,925.0
Myanmar,India,Agricultural products,439723.42956856,694345.0831234
Myanmar,India,Forestry products,82586.5173599,96134.0368808
Myanmar,India,Fossil fuels,11.696,56.01
Myanmar,India,Metals and minerals,28668.52614611,13439.10286569
Myanmar,Singapore,Agricultural products,81474.473737,99257.73735176
Myanmar,Singapore,Forestry products,10005.23542606,9083.61180294
Myanmar,Singapore,Fossil fuels,59126.32088,106961.2314
Myanmar,Singapore,Metals and minerals,36161.86672528,922441.34013777
Myanmar,Singapore,Pearls and gemstones,532.9095,0.495
Myanmar,Slovakia,Agricultural products,932.695554,1708.13013
Myanmar,Slovakia,Forestry products,16.788,2.018
Myanmar,Vietnam,Agricultural products,33884.522,57455.332
Myanmar,Vietnam,Forestry products,71.508,75.263
Myanmar,Vietnam,Metals and minerals,90611.884,20633.556
Myanmar,Slovenia,Agricultural products,2005.724,4965.605
Myanmar,Slovenia,Forestry products,334.596872,114.116647
Myanmar,Slovenia,Metals and minerals,1472.592,624.57
Myanmar,South Africa,Agricultural products,912.88412882,776.84524324
Myanmar,Spain,Agricultural products,11460.1206787,28213.5294138
Myanmar,Spain,Forestry products,1336.146,426.153
Myanmar,Spain,Metals and minerals,372.336,49.446
Myanmar,Swaziland,Agricultural products,137.73,300.0
Myanmar,Sweden,Agricultural products,544.602262,306.874053
Myanmar,Sweden,Forestry products,954.378235,447.059382
Myanmar,Switzerland,Agricultural products,1055.007067,1360.1394023
Myanmar,Switzerland,Forestry products,2034.174,5468.484
Myanmar,Switzerland,Pearls and gemstones,2144.361,1.268
Myanmar,Thailand,Agricultural products,317171.5140304,400193.10374136
Myanmar,Thailand,Forestry products,21731.216074,52328.088654
Myanmar,Thailand,Fossil fuels,4592072.788,12876710.244
Myanmar,Thailand,Metals and minerals,226849.556754,297095.629542
Myanmar,Thailand,Pearls and gemstones,8241.3844,532.60518186
Myanmar,Togo,Agricultural products,8829.85,27045.0
Myanmar,Trinidad and Tobago,Agricultural products,23.88,47.995
Myanmar,United Arab Emirates,Agricultural products,36272.43113263,58490.0049685
Myanmar,United Arab Emirates,Forestry products,5540.543188,5438.554316
Myanmar,United Arab Emirates,Fossil fuels,5.445,4.16
Myanmar,United Arab Emirates,Pearls and gemstones,961.641,0.124
Myanmar,Turkey,Agricultural products,3976.345,7762.721
Myanmar,Turkey,Forestry products,821.2926204,657.0760453
Myanmar,Turkey,Metals and minerals,4739.4112,1943.70463
Myanmar,Ukraine,Agricultural products,269.277,646.074
Myanmar,Ukraine,Forestry products,20.852,2.515
Myanmar,Macedonia,Agricultural products,0.094,0.05
Myanmar,Egypt,Agricultural products,95.0,250.0
Myanmar,United Kingdom,Agricultural products,31884.61418,48582.13817
Myanmar,United Kingdom,Forestry products,3.663,1.6
Myanmar,United Kingdom,Metals and minerals,7.275,14.728
Myanmar,United Kingdom,Pearls and gemstones,1177.704,0.001
Myanmar,Tanzania,Agricultural products,0.015,0.153
Myanmar,United States of America,Agricultural products,34510.039755,11669.62993851
Myanmar,United States of America,Forestry products,12766.7462,10487.35873
Myanmar,United States of America,Metals and minerals,2962.623,2483.659
Myanmar,United States of America,Pearls and gemstones,70929.39,0.003
Myanmar,Burkina Faso,Agricultural products,23103.234,98919.71
Myanmar,Venezuela,Agricultural products,54.839,124.92
Myanmar,Yemen,Agricultural products,352.114,1082.14
Burundi,Argentina,Agricultural products,2.986,0.54
Burundi,Australia,Agricultural products,538.64593901,181.50035637
Burundi,Austria,Agricultural products,334.111,127.135
Burundi,Bahrain,Agricultural products,1.906,0.057
Burundi,Barbados,Agricultural products,0.076,0.003
Burundi,Belgium,Agricultural products,6453.1789593,2287.7427133
Burundi,Belgium,Metals and minerals,5042.515,210.347
Burundi,Belarus,Agricultural products,52.8,18.238
Burundi,Canada,Agricultural products,312.618,136.67
Burundi,Canada,Metals and minerals,0.16,0.835
Burundi,China,Agricultural products,3601.11561264,1821.17642949
Burundi,China,Metals and minerals,6084.247413,1408.3330461
Burundi,Democratic Republic of the Congo,Agricultural products,9047.054,17801.082
Burundi,Democratic Republic of the Congo,Forestry products,2.781,7.242
Burundi,Democratic Republic of the Congo,Fossil fuels,1599.392,2317.648
Burundi,Democratic Republic of the Congo,Metals and minerals,515.221,1189.348
Burundi,Croatia,Agricultural products,1.44,0.176
Burundi,Denmark,Agricultural products,137.113039,45.2713255
Burundi,Finland,Agricultural products,1108.463,307.29
Burundi,France,Agricultural products,1310.6374693,463.0214792
Burundi,France,Fossil fuels,0.086,0.06
Burundi,Germany,Agricultural products,11089.0531,4283.55356
Burundi,Greece,Agricultural products,7.021,0.244
Burundi,China,Agricultural products,10.038,1.72
Burundi,Hungary,Agricultural products,0.094,0.025
Burundi,Indonesia,Agricultural products,7.931,0.78
Burundi,Israel,Agricultural products,163.0,53.739
Burundi,Italy,Agricultural products,3096.3680495,716.439
Burundi,Japan,Agricultural products,824.529999,175.526802
Burundi,Japan,Metals and minerals,0.151,1.06
Burundi,Kenya,Agricultural products,2436.31536,7070.355028
Burundi,Kenya,Metals and minerals,31.561,30.012
Burundi,Republic of Korea,Agricultural products,87.48276336,21.2260673
Burundi,Republic of Korea,Metals and minerals,339.064,7.424
Burundi,Kuwait,Agricultural products,6.836,0.6
Burundi,Lebanon,Agricultural products,3.174,0.301
Burundi,Malaysia,Metals and minerals,334.941,33.731
Burundi,Mauritania,Agricultural products,13.512,19.2
Burundi,Mauritius,Agricultural products,438.716,91.182
Burundi,Oman,Agricultural products,3023.722875,2667.030269
Burundi,Netherlands,Agricultural products,655.132916,252.951506
Burundi,Netherlands,Metals and minerals,0.109,0.2
Burundi,New Zealand,Agricultural products,31.7712446,11.8734573
Burundi,Norway,Agricultural products,153.959518,40.4815317
Burundi,Pakistan,Agricultural products,13162.4414,4995.79054
Burundi,Peru,Agricultural products,37.399,100.0
Burundi,Poland,Agricultural products,409.141,160.057
Burundi,Romania,Agricultural products,159.784,58.08
Burundi,Russian Federation,Agricultural products,247.914998,62.0813985
Burundi,Russian Federation,Metals and minerals,294.922,25.0
Burundi,Rwanda,Agricultural products,428.697,1059.531
Burundi,Rwanda,Fossil fuels,605.497,417.836
Burundi,Rwanda,Metals and minerals,0.995,1.18
Burundi,Saudi Arabia,Agricultural products,99.241,9.152
Burundi,Serbia,Agricultural products,76.626,19.369
Burundi,Seychelles,Agricultural products,1042.12,424.244
Burundi,India,Metals and minerals,9252.382,3489.124
Burundi,Singapore,Agricultural products,3347.65694,1299.56359
Burundi,Singapore,Metals and minerals,1278.892,51.231
Burundi,Slovenia,Agricultural products,74.161,19.948
Burundi,South Africa,Agricultural products,361.675909,95.4764264
Burundi,South Africa,Metals and minerals,0.184,0.694
Burundi,Zimbabwe,Metals and minerals,0.01,0.306
Burundi,Spain,Agricultural products,266.823176,129.635393
Burundi,Swaziland,Agricultural products,252.363,76.8
Burundi,Sweden,Agricultural products,2884.10647,869.134807
Burundi,Switzerland,Agricultural products,5341.72405,1960.56138
Burundi,Thailand,Agricultural products,20.105,2.227
Burundi,Thailand,Metals and minerals,4756.337,356.718
Burundi,United Arab Emirates,Agricultural products,32.2530236,48.55397631
Burundi,United Arab Emirates,Forestry products,8.547,1.729
Burundi,United Arab Emirates,Metals and minerals,90912.2018,382.58376274
Burundi,Turkey,Agricultural products,255.399,81.474
Burundi,Turkey,Metals and minerals,58.601,0.002
Burundi,Uganda,Agricultural products,4463.5216498,8437.73859278
Burundi,Uganda,Metals and minerals,536.816935,1872.663129
Burundi,Ukraine,Agricultural products,520.702758,201.022598
Burundi,Egypt,Agricultural products,6455.174,2569.747
Burundi,United Kingdom,Agricultural products,4557.077,1741.496
Burundi,Tanzania,Agricultural products,518.4931843,2731.363745
Burundi,Tanzania,Forestry products,0.092,0.146
Burundi,Tanzania,Metals and minerals,418.383231,1079.97867
Burundi,United States of America,Agricultural products,3243.06817,801.57889
Burundi,United States of America,Metals and minerals,5524.840764,113.0206907
Burundi,Uruguay,Agricultural products,1.498,0.18
Belarus,Afghanistan,Agricultural products,17.6,6.849
Belarus,Afghanistan,Fossil fuels,29631.6,43420.0
Belarus,Afghanistan,Metals and minerals,272.0,57.871
Belarus,Algeria,Fertilizers,660.2,2295.83
Belarus,Algeria,Metals and minerals,8333.6,19597.6
Belarus,Angola,Agricultural products,0.24935045,0.16684675
Belarus,Angola,Fertilizers,2362.837,7325.842
Belarus,Angola,Fossil fuels,1.226,0.023
Belarus,Azerbaijan,Agricultural products,16808.7188129,7400.84309687
Belarus,Azerbaijan,Fertilizers,1264.4430379,2933.87587
Belarus,Azerbaijan,Forestry products,29054.044923,98445.811335
Belarus,Azerbaijan,Fossil fuels,60000.9830748,76966.3311156
Belarus,Azerbaijan,Metals and minerals,149.7840126,337.92135477
Belarus,Argentina,Fertilizers,32027.77191,135717.59397
Belarus,Argentina,Fossil fuels,2308.718,3013.22
Belarus,Argentina,Metals and minerals,0.943,0.03
Belarus,Australia,Agricultural products,5.8,0.972
Belarus,Australia,Fertilizers,20925.1773,71474.7694
Belarus,Australia,Forestry products,520.359262,348.1717626
Belarus,Australia,Metals and minerals,188.3915423,53.93997826
Belarus,Austria,Agricultural products,1409.9572367,289.79267733
Belarus,Austria,Fertilizers,71.286,188.6
Belarus,Austria,Forestry products,1540.59652158,5193.3345483
Belarus,Austria,Fossil fuels,929.23813419,1380.88045375
Belarus,Austria,Metals and minerals,10152.2101275,12110.96848073
Belarus,Bahrain,Agricultural products,97.4005209,51.141
Belarus,Bahrain,Forestry products,91.7688157,170.548955
Belarus,Bangladesh,Agricultural products,260.7,150.243
Belarus,Bangladesh,Fertilizers,80171.2,278793.572
Belarus,Armenia,Agricultural products,12828.60458947,7451.99376937
Belarus,Armenia,Fertilizers,24.66413888,77.67749893
Belarus,Armenia,Forestry products,2108.4361921,4065.38790843
Belarus,Armenia,Fossil fuels,443.75885,311.234532
Belarus,Armenia,Metals and minerals,544.31164586,266.85756591
Belarus,Barbados,Fertilizers,9.28,23.24
Belarus,Belgium,Agricultural products,5625.7735642,2888.87676
Belarus,Belgium,Fertilizers,71311.3152,241361.548
Belarus,Belgium,Forestry products,29039.5456001,133302.929794
Belarus,Belgium,Fossil fuels,1.8,19.66
Belarus,Belgium,Metals and minerals,1402.919,366.174
Belarus,Belgium,Pearls and gemstones,1628.964,0.008
Belarus,Bolivia,Fertilizers,123.397,319.96
Belarus,Brazil,Agricultural products,53.37,324.36
Belarus,Brazil,Fertilizers,581877.3156,1992025.5792
Belarus,Brazil,Fossil fuels,123.205952,169.613512
Belarus,Brazil,Metals and minerals,899.004965,756.752089
Belarus,Brunei Darussalam,Fertilizers,1817.5,6320.315
Belarus,Bulgaria,Agricultural products,253.83662066,135.55319813
Belarus,Bulgaria,Fertilizers,3343.424986,11334.63256
Belarus,Bulgaria,Forestry products,2279.62749994,3650.7468763
Belarus,Bulgaria,Fossil fuels,2039.5954614,4333.169526
Belarus,Bulgaria,Metals and minerals,15408.8835184,26732.3875273
Belarus,Myanmar,Agricultural products,59.4451606,105.556632
Belarus,Myanmar,Fertilizers,8585.569,29163.225
Belarus,Burundi,Fertilizers,570.808,1227.0
Belarus,Cambodia,Agricultural products,496.1,1069.23
Belarus,Cambodia,Fertilizers,152.4,529.967
Belarus,Cameroon,Agricultural products,340.6,140.5
Belarus,Cameroon,Fertilizers,11712.8,40920.198
Belarus,Cameroon,Fossil fuels,67.2,177.46
Belarus,Cameroon,Metals and minerals,1885.2,3515.19
Belarus,Canada,Agricultural products,210.47520139,1227.37649445
Belarus,Canada,Fertilizers,2749.4618846,13040.838334
Belarus,Canada,Forestry products,2596.4915,632.925
Belarus,Canada,Fossil fuels,30453.684,60961.684
Belarus,Canada,Metals and minerals,13906.2194,26673.3085
Belarus,Central African Rep.,Agricultural products,200.5,50.0
Belarus,Sri Lanka,Agricultural products,441.2,978.42
Belarus,Sri Lanka,Fertilizers,29215.6,101596.601
Belarus,Chad,Fertilizers,901.1,3171.947
Belarus,Chad,Metals and minerals,202.3,396.11
Belarus,Chile,Agricultural products,0.2,0.014
Belarus,Chile,Fertilizers,1830.9,6366.914
Belarus,Chile,Metals and minerals,6.717,1.047
Belarus,China,Agricultural products,93787.00818444,88658.37166832
Belarus,China,Fertilizers,312004.662,1165708.6
Belarus,China,Forestry products,24124.51125896,84065.99218142
Belarus,China,Fossil fuels,0.5,0.674
Belarus,China,Metals and minerals,2738.62158594,441.659
Belarus,Colombia,Fertilizers,41190.2458,155645.92581
Belarus,Colombia,Fossil fuels,12675.9,19691.5
Belarus,Colombia,Metals and minerals,4483.5,9346.419
Belarus,Comoros,Agricultural products,14.6,55.68
Belarus,Congo,Fertilizers,872.4,3336.859
Belarus,Democratic Republic of the Congo,Fertilizers,1045.1,3634.312
Belarus,Costa Rica,Fertilizers,12733.3651,45038.1331
Belarus,Croatia,Fertilizers,10702.637,36485.9813
Belarus,Croatia,Forestry products,817.680018,2179.081123
Belarus,Croatia,Fossil fuels,82.0018723,290.947185
Belarus,Croatia,Metals and minerals,683.4,946.65
Belarus,Cuba,Agricultural products,0.1,0.006
Belarus,Cuba,Fertilizers,95.9,333.49
Belarus,Cyprus,Forestry products,8.2,50.189
Belarus,Cyprus,Fossil fuels,139.24,144.67
Belarus,Denmark,Agricultural products,6895.984,32762.5184
Belarus,Denmark,Fertilizers,1435.1,10300.0
Belarus,Denmark,Forestry products,5833.2190364,40853.7724147
Belarus,Denmark,Fossil fuels,11126.0805665,7980.579691
Belarus,Denmark,Metals and minerals,884.727672,16829.031553
Belarus,Dominican Republic,Fertilizers,5603.4,19954.837
Belarus,Ecuador,Fertilizers,16407.92478,58693.4404
Belarus,Ecuador,Fossil fuels,619.309093,845.32619
Belarus,Ecuador,Metals and minerals,2941.134,1546.014
Belarus,El Salvador,Fertilizers,483.525071,1629.57778
Belarus,Equatorial Guinea,Fertilizers,50.4,175.264
Belarus,Ethiopia,Metals and minerals,201.6,385.014
Belarus,Estonia,Agricultural products,1174.36734122,3185.29623779
Belarus,Estonia,Fertilizers,2738.966474,9878.00315
Belarus,Estonia,Forestry products,22178.21864104,69166.5876254
Belarus,Estonia,Fossil fuels,407664.661579,1006112.75994
Belarus,Estonia,Metals and minerals,23041.8245474,97593.40291192
Belarus,Fiji,Fertilizers,1188.567,3893.383
Belarus,Finland,Agricultural products,1627.29,8556.363
Belarus,Finland,Forestry products,2987.288184,10382.6002
Belarus,Finland,Fossil fuels,15398.0685925,29179.84
Belarus,Finland,Metals and minerals,3837.75048915,29114.3237226
Belarus,France,Agricultural products,7076.79223311,11166.31469634
Belarus,France,Fertilizers,14884.193401,69117.10399
Belarus,France,Forestry products,5355.70940097,21632.84032662
Belarus,France,Fossil fuels,0.08,0.104
Belarus,France,Metals and minerals,7529.513767,8633.2869028
Belarus,Gabon,Fertilizers,274.2,953.524
Belarus,Georgia,Agricultural products,10175.15851855,7358.99952538
Belarus,Georgia,Fertilizers,258.7940714,626.353705
Belarus,Georgia,Forestry products,6181.34856963,13140.95784452
Belarus,Georgia,Fossil fuels,551.852815,376.028554
Belarus,Georgia,Metals and minerals,33.15154224,25.88145791
Belarus,Germany,Agricultural products,21733.6707172,27399.59662928
Belarus,Germany,Fertilizers,4255.321213,15843.5875219
Belarus,Germany,Forestry products,127418.24511251,623550.58893413
Belarus,Germany,Fossil fuels,822526.017788,1666111.60943
Belarus,Germany,Metals and minerals,146021.35390514,193278.46326702
Belarus,Ghana,Agricultural products,142.7,169.9
Belarus,Ghana,Fertilizers,451.200543,1397.484709
Belarus,Ghana,Metals and minerals,3167.3,6515.33
Belarus,Greece,Agricultural products,17.705,10.0
Belarus,Greece,Fertilizers,5895.7885,19103.524
Belarus,Greece,Forestry products,187.263511,324.243352
Belarus,Greece,Fossil fuels,624.2576744,382.8338858
Belarus,Greece,Metals and minerals,3.199,0.185
Belarus,Guatemala,Fertilizers,26849.7,97942.426
Belarus,Guatemala,Metals and minerals,2473.5,4702.83
Belarus,Guyana,Fertilizers,753.848,2574.45
Belarus,China,Agricultural products,1643.2,1091.163
Belarus,China,Forestry products,0.8,0.114
Belarus,Hungary,Agricultural products,265.86336039,306.42710261
Belarus,Hungary,Fertilizers,11619.32504,38801.8149
Belarus,Hungary,Forestry products,14000.3166999,46918.89916895
Belarus,Hungary,Fossil fuels,187.9318487,666.580831
Belarus,Hungary,Metals and minerals,6279.25697586,21106.26026863
Belarus,Iceland,Agricultural products,12.098,1.449
Belarus,Iceland,Forestry products,7.828,15.341
Belarus,Iceland,Metals and minerals,14307.385,26720.353
Belarus,Indonesia,Agricultural products,176.1618817,390.7970033
