Exporter,Importer,Resource,Value (1000USD),Weight (1000kg)
American Samoa,Kenya,Agricultural products,7.081,2.268
American Samoa,Republic of Korea,Agricultural products,903.234,802.599
American Samoa,Republic of Korea,Fossil fuels,30.429,12.46
American Samoa,Republic of Korea,Metals and minerals,0.095,0.019
American Samoa,Lebanon,Agricultural products,0.023,0.013
American Samoa,Mauritius,Fossil fuels,3427.679,5307.5
American Samoa,Republic of Moldova,Agricultural products,0.163,0.013
American Samoa,New Zealand,Agricultural products,7.805,14.92
American Samoa,New Zealand,Metals and minerals,433.817,2066.0
American Samoa,Pakistan,Agricultural products,379.988,242.619
American Samoa,Pakistan,Fossil fuels,5.228,56.0
American Samoa,Peru,Forestry products,8.977,39.835
American Samoa,Philippines,Agricultural products,6404.915,3085.98
American Samoa,Poland,Agricultural products,5.576,14.08
American Samoa,Slovakia,Agricultural products,11.81,23.525
American Samoa,Slovakia,Fertilizers,7.534,24.0
American Samoa,Switzerland,Agricultural products,0.768,0.49
American Samoa,Tanzania,Agricultural products,0.125,0.865
American Samoa,Tanzania,Fossil fuels,1451.551,2465.44
American Samoa,Samoa,Agricultural products,88.678,33.869
American Samoa,Samoa,Forestry products,9.122,34.712
American Samoa,Samoa,Fossil fuels,2.407,3.366
Andorra,Andorra,Metals and minerals,22.772,36.88
Andorra,Angola,Agricultural products,5.452,4.525
Andorra,Austria,Agricultural products,166.216,41.757
Andorra,Barbados,Agricultural products,24.606,0.907
Andorra,Canada,Agricultural products,0.127,0.065
Andorra,China,Agricultural products,0.029,0.002
Andorra,Cuba,Metals and minerals,5.637,793.3
Andorra,France,Agricultural products,155.35540982,66.05177101
Andorra,France,Forestry products,0.076,0.059
Andorra,France,Metals and minerals,4.88155439,140.49077917
Andorra,Gambia,Agricultural products,0.313,0.411
Andorra,Germany,Metals and minerals,850.661,0.021
Andorra,Guyana,Agricultural products,67.2,25.585
Andorra,Guyana,Metals and minerals,1.747,1.338
Andorra,Israel,Agricultural products,12.0,3.898
Andorra,Israel,Forestry products,19.0,35.487
Andorra,Italy,Metals and minerals,1.043,0.106
Andorra,Democratic People’s Republic of Korea,Metals and minerals,4.404,22.54
Andorra,Republic of Korea,Agricultural products,0.023,0.002
Andorra,Republic of Korea,Metals and minerals,134.476,21.025
Andorra,Luxembourg,Agricultural products,0.358,0.045
Andorra,Malaysia,Fossil fuels,0.557,0.509
Andorra,Mexico,Metals and minerals,14.445,0.027
Andorra,Republic of Moldova,Metals and minerals,110.995,15.734
Andorra,Namibia,Agricultural products,5.504,4.346
Andorra,Namibia,Fossil fuels,0.071,0.093
Andorra,Netherlands,Agricultural products,0.086,0.147
Andorra,Netherlands,Forestry products,0.002,0.016
Andorra,Netherlands,Metals and minerals,15.527,0.455
Andorra,Nigeria,Fertilizers,2.696,0.55
Andorra,Norway,Agricultural products,0.743,0.008
Andorra,Palau,Agricultural products,0.013,0.013
Andorra,Pakistan,Agricultural products,5.795,9.291
Andorra,Philippines,Metals and minerals,0.163,0.823
Andorra,Poland,Agricultural products,169.376,181.148
Andorra,Senegal,Agricultural products,2.697,2.86
Andorra,Senegal,Forestry products,16.686,69.528
Andorra,Serbia,Agricultural products,0.171,0.133
Andorra,Slovakia,Forestry products,12.619,23.471
Andorra,Slovakia,Metals and minerals,51.155,13.377
Andorra,Slovenia,Agricultural products,1.48,0.048
Andorra,South Africa,Agricultural products,24.096,32.0
Andorra,Zimbabwe,Fossil fuels,85.926,30.55
Andorra,Spain,Agricultural products,91.34542734,59.74251005
Andorra,Spain,Forestry products,604.3204279,5805.487957
Andorra,Spain,Fossil fuels,17.654,223.389
Andorra,Spain,Metals and minerals,2868.70793003,97277.7691753
Andorra,Spain,Pearls and gemstones,1.92,0.002
Andorra,Macedonia,Metals and minerals,2.945,109.1
Andorra,United States of America,Agricultural products,3.525,15.0
Angola,Albania,Agricultural products,0.9,0.824
Angola,Algeria,Metals and minerals,7.933,1.558
Angola,Antigua and Barbuda,Agricultural products,0.699,0.037
Angola,Antigua and Barbuda,Metals and minerals,0.297,0.228
Angola,Azerbaijan,Metals and minerals,31.562,67.704
Angola,Argentina,Agricultural products,0.385,0.02
Angola,Australia,Agricultural products,0.036,0.011
Angola,Australia,Metals and minerals,7.53359406,2.20782512
Angola,Austria,Agricultural products,1.024,0.01
Angola,Austria,Forestry products,58.108,3.543
Angola,Austria,Metals and minerals,634.974,152.269
Angola,Bahamas,Agricultural products,107.783,39.923
Angola,Belgium,Agricultural products,8.41795355,0.6511967
Angola,Belgium,Forestry products,156.975,158.36
Angola,Belgium,Fossil fuels,30371.821,0.006
Angola,Belgium,Metals and minerals,1171.3406225,329.333219
Angola,Belgium,Pearls and gemstones,430013.799,0.505
Angola,Botswana,Metals and minerals,9.772,1.5
Angola,Brazil,Agricultural products,0.547,0.043
Angola,Brazil,Fossil fuels,356191.967,568450.096
Angola,Brazil,Metals and minerals,1126.94615,733.12624
Angola,Bulgaria,Forestry products,10.05,40.56
Angola,Myanmar,Metals and minerals,0.02,0.001
Angola,Cameroon,Fossil fuels,9.867,30.851
Angola,Cameroon,Metals and minerals,9599.8,194001.793
Angola,Canada,Agricultural products,2.042,0.065
Angola,Canada,Fossil fuels,682789.431,1405287.53
Angola,Canada,Metals and minerals,76.295,231.0
Angola,Cabo Verde,Agricultural products,1.53050156,0.55550156
Angola,Cabo Verde,Metals and minerals,83.3137402,110.737229
Angola,Chad,Metals and minerals,1039.5,28215.0
Angola,Chile,Agricultural products,4192.45454,4575.5431
Angola,China,Agricultural products,4242.8335702,6078.94985958
Angola,China,Forestry products,35632.37498,96724.3412
Angola,China,Fossil fuels,25228999.6215,48063893.179
Angola,China,Metals and minerals,26363.67204,251338.70146
Angola,China,Pearls and gemstones,9774.778,25.803
Angola,Congo,Agricultural products,44.232,46.045
Angola,Congo,Fertilizers,140.896,150.135
Angola,Congo,Forestry products,1.644,0.577
Angola,Congo,Metals and minerals,1377.329,374.198
Angola,Democratic Republic of the Congo,Agricultural products,12411.979,17024.586
Angola,Democratic Republic of the Congo,Fertilizers,623.486,578.397
Angola,Democratic Republic of the Congo,Forestry products,1.703,1.011
Angola,Democratic Republic of the Congo,Fossil fuels,1.457,1.041
Angola,Democratic Republic of the Congo,Metals and minerals,6142.604,7839.35
Angola,Croatia,Agricultural products,0.029,0.008
Angola,Cuba,Agricultural products,0.343,0.152
Angola,Cuba,Metals and minerals,0.401,0.182
Angola,Benin,Agricultural products,23556.976,23845.665
Angola,Benin,Fossil fuels,1117.465,1803.3
Angola,Benin,Metals and minerals,1202.454,1865.8
Angola,Denmark,Agricultural products,0.514,0.027
Angola,Denmark,Fossil fuels,0.023,0.016
Angola,Denmark,Metals and minerals,0.099,0.079
Angola,Ethiopia,Agricultural products,0.289,0.083
Angola,France,Agricultural products,968.77322749,7563.9066229
Angola,France,Forestry products,216.565403,212.571709
Angola,France,Fossil fuels,570235.80441494,1082708.53051161
Angola,France,Metals and minerals,15.3624929,26.1890817
Angola,Gabon,Agricultural products,24.817,15.728
Angola,Gabon,Fossil fuels,6.551,8.443
Angola,Gabon,Metals and minerals,1894.924,49090.969
Angola,Gambia,Agricultural products,14.717,27.19
Angola,Germany,Agricultural products,36.2785069,18.1622611
Angola,Germany,Fossil fuels,50110.743,84849.0
Angola,Germany,Metals and minerals,1446.28,141.113
Angola,Ghana,Agricultural products,36200.51328783,53528.88959747
Angola,Ghana,Fossil fuels,23.6635037,30.0286311
Angola,Ghana,Metals and minerals,3787.11012991,41919.58287288
Angola,Greece,Agricultural products,0.231,0.02
Angola,Greece,Metals and minerals,610.079,95.915
Angola,Guinea,Agricultural products,26.451,41.889
Angola,Guinea,Metals and minerals,6.979,22.242
Angola,China,Agricultural products,38.211,0.48
Angola,China,Pearls and gemstones,62965.567,0.06
Angola,Iceland,Agricultural products,0.177,0.052
Angola,Indonesia,Agricultural products,541.236,49.838
Angola,Indonesia,Fossil fuels,652683.166,1230890.24
Angola,Indonesia,Metals and minerals,566.618,362.7
Angola,Iraq,Agricultural products,1.684,0.995
Angola,Ireland,Agricultural products,115.594284,1100.00861
Angola,Israel,Pearls and gemstones,24685.567,0.007
Angola,Italy,Agricultural products,0.181,0.023
Angola,Italy,Forestry products,221.3912625,271.5030347
Angola,Italy,Metals and minerals,9406.45438124,18206.15348988
Angola,Cote d'Ivoire,Agricultural products,73694.695,82230.095
Angola,Japan,Agricultural products,5223.77496,2322.954
Angola,Japan,Fossil fuels,200835.059,385348.033
Angola,Japan,Metals and minerals,3974.673,2187.636
Angola,Kazakhstan,Metals and minerals,14.537,130.724
Angola,Kenya,Forestry products,37.955,10.416
Angola,Kenya,Fossil fuels,3392.183,4570.0
Angola,Kenya,Metals and minerals,53.057,13.097
Angola,Republic of Korea,Agricultural products,8629.31968,3753.330757
Angola,Republic of Korea,Fossil fuels,173165.578,344794.749
Angola,Republic of Korea,Metals and minerals,2737.667,1855.523
Angola,Kuwait,Agricultural products,2.684,0.34
Angola,Kuwait,Fossil fuels,124264.055,249944.659
Angola,Lebanon,Agricultural products,416.688525,757.385541
Angola,Lebanon,Forestry products,31.327,79.58
Angola,Lebanon,Metals and minerals,25.268,77.263
Angola,Lesotho,Agricultural products,1.922,4.386
Angola,Latvia,Agricultural products,122.814,73.216
Angola,Liberia,Agricultural products,2.73,70.894
Angola,Lithuania,Agricultural products,1.66,0.489
Angola,Malaysia,Agricultural products,226.895,81.206
Angola,Malaysia,Fossil fuels,149449.812,307847.229
Angola,Malaysia,Metals and minerals,1579.911,965.333
Angola,Malta,Agricultural products,0.463,120.192
Angola,Malta,Metals and minerals,70.551,7.136
Angola,Mauritania,Metals and minerals,67.974,71.25
Angola,Morocco,Agricultural products,3230.9461699,22956.928445
Angola,Morocco,Metals and minerals,8.67,53.849
Angola,Mozambique,Agricultural products,2.09,3.082
Angola,Mozambique,Fossil fuels,3909.954,6503.71
Angola,Mozambique,Metals and minerals,9.25,3.02
Angola,Namibia,Agricultural products,751.45116163,514.35131598
Angola,Namibia,Fertilizers,63.649,127.314
Angola,Namibia,Forestry products,310.437,1112.824
Angola,Namibia,Metals and minerals,249.4595,491.991
Angola,Netherlands,Agricultural products,4.704,0.804
Angola,Netherlands,Forestry products,0.006,0.002
Angola,Netherlands,Fossil fuels,87011.864,173607.675
Angola,Netherlands,Metals and minerals,1076.576,365.916
Angola,Nigeria,Agricultural products,7225.510814,6474.656423
Angola,Nigeria,Forestry products,0.327,0.075
Angola,Norway,Agricultural products,3.806,0.037
Angola,Pakistan,Forestry products,52.625,39.799
Angola,Pakistan,Fossil fuels,25826.953,66761.2
Angola,Panama,Agricultural products,0.02,10.0
Angola,Panama,Fossil fuels,129360.98,266245.146
Angola,Philippines,Fossil fuels,4980.0,12000.0
Angola,Philippines,Metals and minerals,1297.085,682.53
Angola,Poland,Metals and minerals,3030.4536806,5657.6582477
Angola,Portugal,Agricultural products,12310.07381902,11982.84277275
Angola,Portugal,Forestry products,970.1736983,1073.8022518
Angola,Portugal,Fossil fuels,1128569.439,2141884.702
Angola,Portugal,Metals and minerals,1956.4165264600001,15908.46388704
Angola,Guinea-Bissau,Agricultural products,0.395,0.162
Angola,Russian Federation,Agricultural products,47.6245799,7.28655045
Angola,Russian Federation,Metals and minerals,1.932,0.038
Angola,Russian Federation,Pearls and gemstones,29947.642,0.044
Angola,Sao Tome and Principe,Agricultural products,18.59379399,9.91848918
Angola,Sao Tome and Principe,Fertilizers,0.745,1.625
Angola,Sao Tome and Principe,Forestry products,0.571,2.98
Angola,Sao Tome and Principe,Fossil fuels,25682.5665,28174.271
Angola,Sao Tome and Principe,Metals and minerals,3655.09465136,30152.1176266
Angola,Saudi Arabia,Agricultural products,448.439623,305.088533
Angola,Saudi Arabia,Metals and minerals,1.316,0.154
Angola,Senegal,Agricultural products,665.002031,3165.24818
Angola,Senegal,Forestry products,2.643,30.117
Angola,Senegal,Metals and minerals,1160.634,3004.004
Angola,Seychelles,Forestry products,65.606,34.805
Angola,India,Forestry products,325.439896,1449.38312
Angola,India,Fossil fuels,3800776.697,7260656.694
Angola,India,Metals and minerals,6956.310262,11341.734002
Angola,India,Pearls and gemstones,232019.434,0.262
Angola,Singapore,Agricultural products,6.127,122.504
Angola,Singapore,Fossil fuels,440810.787,919544.076
Angola,Singapore,Pearls and gemstones,10935.555,0.017
Angola,Slovakia,Metals and minerals,319.323,72.06
Angola,Vietnam,Agricultural products,4367.267,7081.522
Angola,Vietnam,Forestry products,6540.278,8334.879
Angola,Slovenia,Agricultural products,0.172,0.013
Angola,South Africa,Agricultural products,243.8856657,199.1787851
Angola,South Africa,Forestry products,7.753,0.311
Angola,South Africa,Fossil fuels,1260530.154,2388387.845
Angola,South Africa,Metals and minerals,386.1998569,1504.93614753
Angola,South Africa,Pearls and gemstones,6857.075,0.002
Angola,Zimbabwe,Agricultural products,0.91,0.002
Angola,Spain,Agricultural products,15447.465361,2161.5201942
Angola,Spain,Forestry products,281.525,260.201
Angola,Spain,Fossil fuels,1311124.132,2618403.47
Angola,Spain,Metals and minerals,4282.11801,22196.5298
Angola,Sweden,Agricultural products,0.207,0.125
Angola,Switzerland,Agricultural products,0.638,0.005
Angola,Thailand,Agricultural products,1249.841,99.708
Angola,Thailand,Metals and minerals,13034.553,11289.986
Angola,Thailand,Pearls and gemstones,432.834,0.329
Angola,Togo,Agricultural products,164.867,772.344
Angola,Togo,Forestry products,0.146,0.017
Angola,Togo,Metals and minerals,0.085,0.01
Angola,Trinidad and Tobago,Metals and minerals,0.717,0.009
Angola,United Arab Emirates,Agricultural products,79.1252338,37.3438529
Angola,United Arab Emirates,Forestry products,712.972,3193.71
Angola,United Arab Emirates,Fossil fuels,59431.08,119539.647
Angola,United Arab Emirates,Metals and minerals,7187.7514619,3369.245597
Angola,United Arab Emirates,Pearls and gemstones,1410757.252,2.354
Angola,Turkey,Agricultural products,499.523517,4915.95781
Angola,Turkey,Forestry products,377.977,660.68
Angola,Turkey,Metals and minerals,887.8564325,578.0970361
Angola,Uganda,Agricultural products,0.804,0.551
Angola,Uganda,Forestry products,1.723,2.3
Angola,Uganda,Fossil fuels,0.067,0.095
Angola,Ukraine,Agricultural products,0.027,0.008
Angola,Egypt,Agricultural products,0.655,1.182
Angola,United Kingdom,Agricultural products,2201.789,9496.781
Angola,United Kingdom,Fossil fuels,328423.1915,346066.968
Angola,United Kingdom,Metals and minerals,238.482722,321.226804
Angola,Tanzania,Forestry products,3.75,0.922
Angola,United States of America,Agricultural products,114.6869346,38.0972035
Angola,United States of America,Forestry products,203.184,102.43
Angola,United States of America,Fossil fuels,2564496.184,5447328.261
Angola,United States of America,Metals and minerals,2.112,1.644
Angola,Burkina Faso,Fossil fuels,1015.705,1267.511
Angola,Uruguay,Fossil fuels,352402.933,669791.841
Angola,Zambia,Agricultural products,1.193,0.11
Antigua and Barbuda,Australia,Agricultural products,24.325,11.008
Antigua and Barbuda,Austria,Agricultural products,5.184,2.582
Antigua and Barbuda,Bahrain,Agricultural products,3.149,4.04
Antigua and Barbuda,Barbados,Agricultural products,136.105111,326.866481
Antigua and Barbuda,Belgium,Agricultural products,2.2,1.48
Antigua and Barbuda,Belgium,Fossil fuels,0.105,18.0
Antigua and Barbuda,Bermuda,Fossil fuels,12529.465,18325.87
Antigua and Barbuda,Belize,Metals and minerals,0.172,0.026
Antigua and Barbuda,Myanmar,Agricultural products,0.06,0.06
Antigua and Barbuda,Canada,Agricultural products,11.416,1.981
Antigua and Barbuda,Canada,Fossil fuels,0.02,0.008
Antigua and Barbuda,China,Agricultural products,25.691,0.85
Antigua and Barbuda,China,Metals and minerals,0.23,1.0
Antigua and Barbuda,Dominica,Metals and minerals,264.824,117.293
Antigua and Barbuda,France,Agricultural products,306.128697,30.1971759
Antigua and Barbuda,France,Fossil fuels,331.18,233.755
Antigua and Barbuda,France,Metals and minerals,7.079,4.232
Antigua and Barbuda,Germany,Agricultural products,47.823,27.762
Antigua and Barbuda,Germany,Metals and minerals,42.091,27.0
Antigua and Barbuda,Ghana,Agricultural products,0.024,0.039
Antigua and Barbuda,Greece,Agricultural products,17.89,19.36
Antigua and Barbuda,Greece,Metals and minerals,144.532,44.508
Antigua and Barbuda,Guyana,Fossil fuels,46.643,42.609
Antigua and Barbuda,China,Agricultural products,111.216,4.512
Antigua and Barbuda,Italy,Agricultural products,1.855,0.04
Antigua and Barbuda,Jamaica,Metals and minerals,18.574,23.47
Antigua and Barbuda,Republic of Korea,Agricultural products,7720.324,35167.084
Antigua and Barbuda,Republic of Korea,Metals and minerals,27.719,16.84
Antigua and Barbuda,Lebanon,Agricultural products,0.035,0.004
Antigua and Barbuda,Luxembourg,Agricultural products,4.163,1.212
Antigua and Barbuda,Mexico,Fossil fuels,0.216,0.011
Antigua and Barbuda,Mexico,Metals and minerals,2.986,0.281
Antigua and Barbuda,Mongolia,Agricultural products,0.207,0.05
Antigua and Barbuda,Republic of Moldova,Agricultural products,3.498,0.44
